#Query	BLAST hit 1
ENSEBLP00005007605.1	CG4119-PB 
ENSEBLP00005004736.1	Arc1-PA 
ENSEBLP00005004774.1	ClC-b-PA 
ENSEBLP00005004785.1	ClC-b-PA 
ENSEBLP00005004821.1	sand-PA 
ENSEBLP00005004829.1	sand-PA 
ENSEBLP00005004842.1	sand-PA 
ENSEBLP00005004910.1	Tfb1-PD 
ENSEBLP00005004997.1	slv-PC 
ENSEBLP00005005014.1	sel-PA 
ENSEBLP00005005033.1	DMAP1-PA 
ENSEBLP00005005061.1	Obp50e-PA 
ENSEBLP00005005078.1	Obp50e-PA 
ENSEBLP00005005093.1	Arc1-PA 
ENSEBLP00005005203.1	sut1-PA 
ENSEBLP00005005218.1	sut1-PA 
ENSEBLP00005005225.1	sut1-PA 
ENSEBLP00005005260.1	sut1-PA 
ENSEBLP00005005269.1	sut1-PA 
ENSEBLP00005005333.1	Cyp301a1-PA 
ENSEBLP00005005340.1	Cyp301a1-PA 
ENSEBLP00005005350.1	Cyp301a1-PA 
ENSEBLP00005005358.1	Cyp301a1-PA 
ENSEBLP00005005410.1	fra-PA 
ENSEBLP00005005420.1	fra-PA 
ENSEBLP00005005430.1	fra-PA 
ENSEBLP00005005435.1	fra-PA 
ENSEBLP00005005466.1	Arc1-PA 
ENSEBLP00005005530.1	Obp50e-PA 
ENSEBLP00005005536.1	Obp50e-PA 
ENSEBLP00005005542.1	Obp50e-PA 
ENSEBLP00005005590.1	Eb1-PF 
ENSEBLP00005005601.1	Eb1-PG 
ENSEBLP00005005617.1	Eb1-PG 
ENSEBLP00005005628.1	Eb1-PG 
ENSEBLP00005005639.1	Eb1-PF 
ENSEBLP00005005644.1	Eb1-PG 
ENSEBLP00005005649.1	Eb1-PG 
ENSEBLP00005005671.1	sut1-PA 
ENSEBLP00005005730.1	tn-PC 
ENSEBLP00005005743.1	tn-PE 
ENSEBLP00005005750.1	tn-PE 
ENSEBLP00005005776.1	stil-PA 
ENSEBLP00005005837.1	CG13185-PD 
ENSEBLP00005005850.1	CG13185-PD 
ENSEBLP00005005867.1	CG13185-PD 
ENSEBLP00005005877.1	CG13185-PD 
ENSEBLP00005005887.1	CG13185-PD 
ENSEBLP00005005903.1	Arc1-PA 
ENSEBLP00005027272.1	CG13102-PB 
ENSEBLP00005027325.1	APC4-PA 
ENSEBLP00005027333.1	APC4-PA 
ENSEBLP00005027382.1	CG7556-PB 
ENSEBLP00005027388.1	CG7556-PB 
ENSEBLP00005027405.1	TwdlY-PA 
ENSEBLP00005027424.1	mei-P26-PC 
ENSEBLP00005027468.1	CG13102-PB 
ENSEBLP00005027488.1	CG43689-PE 
ENSEBLP00005027504.1	ase-PA 
ENSEBLP00005027548.1	Dhc16F-PA 
ENSEBLP00005027605.1	goe-PC 
ENSEBLP00005027620.1	goe-PB 
ENSEBLP00005027629.1	goe-PB 
ENSEBLP00005027658.1	TwdlX-PA 
ENSEBLP00005027697.1	l(1)sc-PA 
ENSEBLP00005027705.1	l(1)sc-PA 
ENSEBLP00005027756.1	TwdlY-PA 
ENSEBLP00005027804.1	OtopLa-PA 
ENSEBLP00005027811.1	OtopLa-PA 
ENSEBLP00005027822.1	OtopLa-PA 
ENSEBLP00005027832.1	OtopLa-PA 
ENSEBLP00005027878.1	CG17065-PD 
ENSEBLP00005027890.1	CG17065-PD 
ENSEBLP00005027925.1	y-PA 
ENSEBLP00005027929.1	y-PA 
ENSEBLP00005027939.1	y-PA 
ENSEBLP00005027957.1	Sh-PD 
ENSEBLP00005027963.1	Sh-PV 
ENSEBLP00005028044.1	MetRS-PA 
ENSEBLP00005028087.1	CG42271-PB 
ENSEBLP00005028098.1	CG42271-PC 
ENSEBLP00005028108.1	CG42271-PC 
ENSEBLP00005028116.1	CG42271-PC 
ENSEBLP00005028157.1	CG1504-PE 
ENSEBLP00005009678.1	Awh-PC 
ENSEBLP00005009718.1	CG32104-PB 
ENSEBLP00005009734.1	CG32104-PB 
ENSEBLP00005009747.1	CG32104-PB 
ENSEBLP00005009769.1	mRpS6-PB 
ENSEBLP00005009789.1	RfC4-PA 
ENSEBLP00005009795.1	RfC4-PA 
ENSEBLP00005009825.1	nbs-PD 
ENSEBLP00005009832.1	nbs-PD 
ENSEBLP00005009862.1	Gr63a-PB 
ENSEBLP00005009869.1	Gr63a-PB 
ENSEBLP00005009877.1	Gr63a-PB 
ENSEBLP00005009889.1	Gr63a-PB 
ENSEBLP00005009934.1	Acat2-PA 
ENSEBLP00005009942.1	Acat2-PA 
ENSEBLP00005009962.1	CG7879-PB 
ENSEBLP00005009986.1	Fie-PB 
ENSEBLP00005009995.1	Fie-PB 
ENSEBLP00005010077.1	enc-PH 
ENSEBLP00005010088.1	enc-PH 
ENSEBLP00005010103.1	enc-PH 
ENSEBLP00005010118.1	enc-PD 
ENSEBLP00005010125.1	enc-PG 
ENSEBLP00005010140.1	enc-PD 
ENSEBLP00005010143.1	enc-PH 
ENSEBLP00005010154.1	enc-PH 
ENSEBLP00005010160.1	enc-PG 
ENSEBLP00005010205.1	Iml1-PA 
ENSEBLP00005010214.1	Iml1-PE 
ENSEBLP00005010232.1	Iml1-PB 
ENSEBLP00005010246.1	Iml1-PE 
ENSEBLP00005010261.1	Iml1-PB 
ENSEBLP00005010294.1	CG2162-PF 
ENSEBLP00005010304.1	CG2162-PF 
ENSEBLP00005010350.1	CG9701-PA 
ENSEBLP00005010361.1	CG9701-PA 
ENSEBLP00005010424.1	mv-PB 
ENSEBLP00005010435.1	mv-PB 
ENSEBLP00005010449.1	mv-PB 
ENSEBLP00005010455.1	mv-PB 
ENSEBLP00005010488.1	Nt5a-PB 
ENSEBLP00005010507.1	Chd64-PB 
ENSEBLP00005010532.1	CG10483-PA 
ENSEBLP00005010543.1	CG10483-PA 
ENSEBLP00005010576.1	Herc4-PA 
ENSEBLP00005010588.1	Herc4-PC 
ENSEBLP00005010600.1	Herc4-PA 
ENSEBLP00005010635.1	Arts-PA 
ENSEBLP00005010645.1	Arts-PA 
ENSEBLP00005010661.1	CG1927-PA 
ENSEBLP00005010722.1	Agpat3-PB 
ENSEBLP00005010732.1	Agpat3-PB 
ENSEBLP00005010744.1	Agpat3-PE 
ENSEBLP00005010750.1	Agpat3-PE 
ENSEBLP00005010758.1	Agpat3-PE 
ENSEBLP00005010765.1	Agpat3-PE 
ENSEBLP00005010769.1	Agpat3-PE 
ENSEBLP00005010774.1	Agpat3-PE 
ENSEBLP00005010779.1	Agpat3-PE 
ENSEBLP00005010795.1	CG43088-PA 
ENSEBLP00005010815.1	CG14174-PA 
ENSEBLP00005010834.1	roq-PB 
ENSEBLP00005010840.1	roq-PB 
ENSEBLP00005010868.1	SCOT-PA 
ENSEBLP00005010879.1	SCOT-PA 
ENSEBLP00005010952.1	CG9899-PA 
ENSEBLP00005010963.1	Ctr9-PA 
ENSEBLP00005010973.1	CG9899-PA 
ENSEBLP00005011019.1	CG13288-PC 
ENSEBLP00005011025.1	CG13288-PC 
ENSEBLP00005011032.1	CG13288-PC 
ENSEBLP00005011038.1	CG13288-PC 
ENSEBLP00005011062.1	CG7879-PB 
ENSEBLP00005011093.1	Tasp1-PB 
ENSEBLP00005011096.1	Tasp1-PB 
ENSEBLP00005011132.1	Obp69a-PA 
ENSEBLP00005011164.1	CG43088-PA 
ENSEBLP00005011208.1	Girdin-PC 
ENSEBLP00005011219.1	Girdin-PC 
ENSEBLP00005011229.1	Girdin-PE 
ENSEBLP00005011246.1	sturkopf-PA 
ENSEBLP00005011251.1	sturkopf-PA 
ENSEBLP00005011283.1	Psa-PC 
ENSEBLP00005011291.1	Psa-PC 
ENSEBLP00005011325.1	CG14085-PA 
ENSEBLP00005011336.1	CG14085-PA 
ENSEBLP00005011361.1	Fdx2-PB 
ENSEBLP00005011374.1	ATPsynB-PA 
ENSEBLP00005011418.1	ens-PG 
ENSEBLP00005011431.1	ens-PL 
ENSEBLP00005011435.1	ens-PG 
ENSEBLP00005011442.1	ens-PK 
ENSEBLP00005011455.1	ens-PD 
ENSEBLP00005011507.1	CG33523-PD 
ENSEBLP00005011513.1	CG33523-PC 
ENSEBLP00005011519.1	CG33523-PC 
ENSEBLP00005011528.1	CG33523-PC 
ENSEBLP00005011534.1	CG33523-PA 
ENSEBLP00005011541.1	CG33523-PE 
ENSEBLP00005011545.1	CG33523-PD 
ENSEBLP00005011586.1	CrzR-PB 
ENSEBLP00005011596.1	CrzR-PA 
ENSEBLP00005011601.1	CrzR-PA 
ENSEBLP00005011609.1	CrzR-PA 
ENSEBLP00005011655.1	Ncc69-PF 
ENSEBLP00005011666.1	Ncc69-PG 
ENSEBLP00005011675.1	Ncc69-PE 
ENSEBLP00005011683.1	Ncc69-PF 
ENSEBLP00005011711.1	CG13074-PA 
ENSEBLP00005011716.1	CG13074-PA 
ENSEBLP00005011766.1	CG14086-PD 
ENSEBLP00005011773.1	CG14086-PD 
ENSEBLP00005011788.1	vsg-PC 
ENSEBLP00005011803.1	CG43295-PA 
ENSEBLP00005015428.1	CG4133-PB 
ENSEBLP00005015452.1	CG4133-PB 
ENSEBLP00005015459.1	CG4133-PB 
ENSEBLP00005015484.1	His1:CG33801-PA 
ENSEBLP00005015492.1	His1:CG33801-PA 
ENSEBLP00005015537.1	shv-PA 
ENSEBLP00005015582.1	vari-PB 
ENSEBLP00005015590.1	vari-PB 
ENSEBLP00005015595.1	vari-PB 
ENSEBLP00005015615.1	Ir7c-PB 
ENSEBLP00005015645.1	Hr38-PB 
ENSEBLP00005015650.1	Hr38-PB 
ENSEBLP00005015677.1	Ir7d-PA 
ENSEBLP00005015703.1	cbt-PA 
ENSEBLP00005015714.1	cbt-PA 
ENSEBLP00005015723.1	mip130-PA 
ENSEBLP00005015752.1	Ir7d-PA 
ENSEBLP00005015759.1	Ir7c-PB 
ENSEBLP00005015774.1	cad-PB 
ENSEBLP00005015793.1	TM9SF2-PB 
ENSEBLP00005015809.1	AGO1-PB 
ENSEBLP00005015835.1	Rhau-PB 
ENSEBLP00005015846.1	Rhau-PB 
ENSEBLP00005015863.1	Ir7d-PA 
ENSEBLP00005016013.1	Sgt-PB 
ENSEBLP00005016037.1	Fs(2)Ket-PE 
ENSEBLP00005016044.1	Fs(2)Ket-PE 
ENSEBLP00005016061.1	Wdr59-PD 
ENSEBLP00005016071.1	Wdr59-PD 
ENSEBLP00005016117.1	CG17652-PB 
ENSEBLP00005016121.1	CG17652-PB 
ENSEBLP00005016137.1	Ir7d-PA 
ENSEBLP00005016173.1	Ge-1-PB 
ENSEBLP00005016184.1	Ge-1-PB 
ENSEBLP00005016188.1	Ge-1-PB 
ENSEBLP00005016204.1	Pomp-PA 
ENSEBLP00005016225.1	CG4297-PD 
ENSEBLP00005016270.1	dia-PE 
ENSEBLP00005016281.1	dia-PD 
ENSEBLP00005016287.1	dia-PD 
ENSEBLP00005016295.1	CG16854-PB 
ENSEBLP00005016339.1	CG14135-PB 
ENSEBLP00005016357.1	CG2617-PB 
ENSEBLP00005016384.1	CarT-PC 
ENSEBLP00005016396.1	CarT-PC 
ENSEBLP00005016417.1	rl-PI 
ENSEBLP00005016421.1	rl-PI 
ENSEBLP00005016474.1	MED15-PA 
ENSEBLP00005016481.1	MED15-PA 
ENSEBLP00005016490.1	MED15-PA 
ENSEBLP00005016499.1	MED15-PA 
ENSEBLP00005016507.1	MED15-PA 
ENSEBLP00005016521.1	Sdic2-PC 
ENSEBLP00005016537.1	cass-PA 
ENSEBLP00005016544.1	cass-PA 
ENSEBLP00005016570.1	Ns4-PA 
ENSEBLP00005016590.1	SdicB-PA 
ENSEBLP00005016602.1	knk-PA 
ENSEBLP00005005405.1	Su(dx)-PF 
ENSEBLP00005005413.1	Su(dx)-PF 
ENSEBLP00005005415.1	Or10a-PB 
ENSEBLP00005005456.1	Dhc36C-PB 
ENSEBLP00005005473.1	Or22c-PA 
ENSEBLP00005005491.1	TBC1D23-PA 
ENSEBLP00005005513.1	Axud1-PD 
ENSEBLP00005005517.1	Axud1-PD 
ENSEBLP00005005583.1	Or24a-PB 
ENSEBLP00005005592.1	Or22c-PA 
ENSEBLP00005005610.1	Or22c-PA 
ENSEBLP00005005637.1	CG17754-PF 
ENSEBLP00005005642.1	CG17754-PF 
ENSEBLP00005005665.1	mAcon1-PF 
ENSEBLP00005005673.1	mAcon1-PF 
ENSEBLP00005005717.1	CG8419-PA 
ENSEBLP00005005725.1	CG8419-PA 
ENSEBLP00005005756.1	CG15145-PA 
ENSEBLP00005005777.1	NtR-PB 
ENSEBLP00005005784.1	CG31917-PA 
ENSEBLP00005005808.1	Keap1-PC 
ENSEBLP00005005815.1	CG17754-PF 
ENSEBLP00005005831.1	RpL37A-PA 
ENSEBLP00005005930.1	mEFTs-PA 
ENSEBLP00005005945.1	png-PA 
ENSEBLP00005005968.1	Dhc36C-PC 
ENSEBLP00005005974.1	Dhc36C-PC 
ENSEBLP00005005998.1	CG4847-PE 
ENSEBLP00005006006.1	CG4847-PE 
ENSEBLP00005006009.1	CG4847-PE 
ENSEBLP00005006035.1	Pino-PC 
ENSEBLP00005006043.1	Pino-PB 
ENSEBLP00005006052.1	Pino-PB 
ENSEBLP00005006090.1	klhl10-PB 
ENSEBLP00005006127.1	dpr2-PG 
ENSEBLP00005006137.1	dpr2-PG 
ENSEBLP00005006172.1	CG3609-PC 
ENSEBLP00005006190.1	CG5149-PA 
ENSEBLP00005006206.1	CG17754-PF 
ENSEBLP00005006226.1	Or22c-PA 
ENSEBLP00005006253.1	dbo-PA 
ENSEBLP00005006283.1	Oli-PC 
ENSEBLP00005006294.1	Oli-PC 
ENSEBLP00005006319.1	Dhc36C-PC 
ENSEBLP00005006350.1	CG17754-PF 
ENSEBLP00005006384.1	Cap-D3-PB 
ENSEBLP00005006390.1	Cap-D3-PB 
ENSEBLP00005006400.1	Cap-D3-PB 
ENSEBLP00005006413.1	Cap-D3-PB 
ENSEBLP00005006439.1	CG17754-PF 
ENSEBLP00005006444.1	CG17754-PG 
ENSEBLP00005006482.1	CG4577-PA 
ENSEBLP00005006488.1	CG4577-PA 
ENSEBLP00005006493.1	CG4577-PA 
ENSEBLP00005006533.1	qua-PB 
ENSEBLP00005006544.1	qua-PB 
ENSEBLP00005006552.1	qua-PB 
ENSEBLP00005006554.1	qua-PA 
ENSEBLP00005006569.1	CG17754-PF 
ENSEBLP00005006586.1	Dpy-30L2-PB 
ENSEBLP00005006595.1	Dpy-30L2-PB 
ENSEBLP00005006622.1	CG14015-PA 
ENSEBLP00005006629.1	CG14015-PA 
ENSEBLP00005006649.1	NtR-PA 
ENSEBLP00005006693.1	Or10a-PB 
ENSEBLP00005006733.1	RabGGTa-PA 
ENSEBLP00005006737.1	RabGGTa-PA 
ENSEBLP00005006753.1	Or10a-PB 
ENSEBLP00005006798.1	CG17754-PE 
ENSEBLP00005006804.1	CG17754-PF 
ENSEBLP00005006813.1	CG17754-PF 
ENSEBLP00005006828.1	Or22c-PA 
ENSEBLP00005006853.1	CG17754-PF 
ENSEBLP00005006857.1	CG17754-PF 
ENSEBLP00005006864.1	CG17754-PF 
ENSEBLP00005006890.1	CG17118-PA 
ENSEBLP00005021612.1	Iswi-PC 
ENSEBLP00005021643.1	Deaf1-PB 
ENSEBLP00005021649.1	Deaf1-PE 
ENSEBLP00005021656.1	Deaf1-PB 
ENSEBLP00005021667.1	Cpr50Cb-PA 
ENSEBLP00005021689.1	Hip1-PB 
ENSEBLP00005021739.1	E(bx)-PC 
ENSEBLP00005021751.1	E(bx)-PJ 
ENSEBLP00005021761.1	E(bx)-PG 
ENSEBLP00005021770.1	E(bx)-PG 
ENSEBLP00005021813.1	CG34236-PC 
ENSEBLP00005021830.1	Klc-PC 
ENSEBLP00005021840.1	Klc-PC 
ENSEBLP00005021861.1	Pgant9-PE 
ENSEBLP00005021885.1	Hip1-PA 
ENSEBLP00005021893.1	Hip1-PA 
ENSEBLP00005021910.1	CG10565-PB 
ENSEBLP00005021940.1	olf413-PC 
ENSEBLP00005021951.1	olf413-PC 
ENSEBLP00005021980.1	CG5910-PB 
ENSEBLP00005021984.1	CG5910-PB 
ENSEBLP00005021996.1	CG7519-PA 
ENSEBLP00005022055.1	tei-PA 
ENSEBLP00005022062.1	tei-PA 
ENSEBLP00005022070.1	tei-PA 
ENSEBLP00005022078.1	tei-PA 
ENSEBLP00005022089.1	tei-PA 
ENSEBLP00005022095.1	tei-PA 
ENSEBLP00005022134.1	CG3961-PD 
ENSEBLP00005022141.1	CG3961-PE 
ENSEBLP00005022151.1	CG3961-PC 
ENSEBLP00005022167.1	mRpL15-PA 
ENSEBLP00005022248.1	RpL26-PB 
ENSEBLP00005022281.1	Rpn10-PB 
ENSEBLP00005022292.1	Rpn10-PB 
ENSEBLP00005022308.1	Pgant9-PC 
ENSEBLP00005022333.1	CG32225-PA 
ENSEBLP00005022343.1	CG32225-PA 
ENSEBLP00005022371.1	ZnT49B-PA 
ENSEBLP00005022380.1	ZnT49B-PA 
ENSEBLP00005022405.1	CG5199-PB 
ENSEBLP00005022409.1	CG5199-PB 
ENSEBLP00005022454.1	CG5554-PA 
ENSEBLP00005022458.1	CG5554-PA 
ENSEBLP00005022491.1	CG3902-PA 
ENSEBLP00005022499.1	Cyp305a1-PA 
ENSEBLP00005022538.1	Hpd-PA 
ENSEBLP00005022548.1	Hpd-PA 
ENSEBLP00005022584.1	kug-PE 
ENSEBLP00005022596.1	kug-PD 
ENSEBLP00005022607.1	kug-PE 
ENSEBLP00005022641.1	Tom20-PB 
ENSEBLP00005022652.1	Tom20-PB 
ENSEBLP00005022670.1	Sk2-PA 
ENSEBLP00005022679.1	Sk2-PA 
ENSEBLP00005022718.1	CG32112-PE 
ENSEBLP00005022727.1	CG32112-PE 
ENSEBLP00005022731.1	CG32112-PE 
ENSEBLP00005022742.1	CG32112-PE 
ENSEBLP00005022752.1	CG32112-PE 
ENSEBLP00005022786.1	CG8646-PB 
ENSEBLP00005022790.1	CG8646-PB 
ENSEBLP00005022798.1	CG8646-PB 
ENSEBLP00005022840.1	Pgant9-PD 
ENSEBLP00005022848.1	Pgant9-PD 
ENSEBLP00005022856.1	Pgant9-PD 
ENSEBLP00005022862.1	Pgant9-PC 
ENSEBLP00005022892.1	Kap-alpha3-PD 
ENSEBLP00005022904.1	Pgant9-PE 
ENSEBLP00005022922.1	Pgant9-PD 
ENSEBLP00005022941.1	Pgant9-PC 
ENSEBLP00005022971.1	Bap111-PA 
ENSEBLP00005022982.1	Bap111-PA 
ENSEBLP00005023010.1	CG7365-PB 
ENSEBLP00005023018.1	CG7365-PB 
ENSEBLP00005023025.1	CG7365-PB 
ENSEBLP00005023046.1	Naxd-PA 
ENSEBLP00005023050.1	Naxd-PA 
ENSEBLP00005023082.1	CG7365-PB 
ENSEBLP00005023088.1	CG7365-PB 
ENSEBLP00005023094.1	CG7365-PB 
ENSEBLP00005023100.1	CG7365-PB 
ENSEBLP00005023129.1	byn-PB 
ENSEBLP00005023148.1	CG10904-PB 
ENSEBLP00005023152.1	CG10904-PB 
ENSEBLP00005023174.1	CG4617-PC 
ENSEBLP00005023192.1	Cpr50Ca-PA 
ENSEBLP00005023845.1	CG6951-PA 
ENSEBLP00005023886.1	CG3831-PA 
ENSEBLP00005023894.1	CG3831-PA 
ENSEBLP00005023898.1	CG3831-PA 
ENSEBLP00005023925.1	Diap2-PB 
ENSEBLP00005023931.1	Diap2-PB 
ENSEBLP00005023973.1	ReepA-PS 
ENSEBLP00005023986.1	ReepA-PQ 
ENSEBLP00005023995.1	ReepA-PG 
ENSEBLP00005024000.1	ReepA-PJ 
ENSEBLP00005024007.1	ReepA-PS 
ENSEBLP00005024040.1	CG8004-PA 
ENSEBLP00005024042.1	CG8004-PA 
ENSEBLP00005024069.1	Dcr-2-PB 
ENSEBLP00005024118.1	l(2)gd1-PA 
ENSEBLP00005024127.1	l(2)gd1-PA 
ENSEBLP00005024144.1	Vang-PA 
ENSEBLP00005024200.1	Slik-PB 
ENSEBLP00005024205.1	Slik-PB 
ENSEBLP00005024212.1	Slik-PF 
ENSEBLP00005024220.1	Slik-PE 
ENSEBLP00005024229.1	Slik-PE 
ENSEBLP00005024265.1	CG1416-PC 
ENSEBLP00005024284.1	CG9849-PB 
ENSEBLP00005024291.1	CG9849-PB 
ENSEBLP00005024334.1	Noc2-PA 
ENSEBLP00005024355.1	mAChR-A-PB 
ENSEBLP00005024401.1	bdg-PD 
ENSEBLP00005024407.1	bdg-PC 
ENSEBLP00005024467.1	sns-PA 
ENSEBLP00005024475.1	sns-PA 
ENSEBLP00005024486.1	sns-PB 
ENSEBLP00005024500.1	sns-PB 
ENSEBLP00005024510.1	sns-PC 
ENSEBLP00005024522.1	sns-PA 
ENSEBLP00005024567.1	hfp-PA 
ENSEBLP00005024575.1	hfp-PA 
ENSEBLP00005024581.1	hfp-PA 
ENSEBLP00005024588.1	hfp-PA 
ENSEBLP00005024617.1	bs-PB 
ENSEBLP00005024623.1	bs-PB 
ENSEBLP00005024634.1	Coq3-PB 
ENSEBLP00005024690.1	Adck1-PB 
ENSEBLP00005024757.1	Acat1-PB 
ENSEBLP00005024759.1	Acat1-PB 
ENSEBLP00005024769.1	Acat1-PB 
ENSEBLP00005024780.1	Idua-PA 
ENSEBLP00005024807.1	CG13578-PA 
ENSEBLP00005024811.1	CG13578-PA 
ENSEBLP00005024845.1	Clc-PD 
ENSEBLP00005024855.1	Clc-PD 
ENSEBLP00005024875.1	RpL18A-PA 
ENSEBLP00005024881.1	RpL18A-PA 
ENSEBLP00005024974.1	RyR-PH 
ENSEBLP00005024988.1	RyR-PA 
ENSEBLP00005025003.1	RyR-PG 
ENSEBLP00005025018.1	RyR-PA 
ENSEBLP00005025027.1	RyR-PI 
ENSEBLP00005025046.1	RyR-PA 
ENSEBLP00005025096.1	CG43346-PC 
ENSEBLP00005025101.1	CG43346-PC 
ENSEBLP00005025119.1	Mpp6-PB 
ENSEBLP00005005880.1	Tom70-PC 
ENSEBLP00005005889.1	Tom70-PC 
ENSEBLP00005005900.1	Bka-PA 
ENSEBLP00005005940.1	Gr39a-PC 
ENSEBLP00005005947.1	Gr39a-PD 
ENSEBLP00005005952.1	Gr39a-PB 
ENSEBLP00005005958.1	Gr39a-PD 
ENSEBLP00005005971.1	Gr39a-PA 
ENSEBLP00005006007.1	Cep97-PB 
ENSEBLP00005006020.1	Cep97-PB 
ENSEBLP00005006027.1	Cep97-PB 
ENSEBLP00005006048.1	Amacr-PB 
ENSEBLP00005006088.1	pdm2-PA 
ENSEBLP00005006096.1	pdm2-PA 
ENSEBLP00005006103.1	pdm2-PA 
ENSEBLP00005006111.1	pdm2-PA 
ENSEBLP00005006136.1	JMJD4-PB 
ENSEBLP00005006147.1	JMJD4-PB 
ENSEBLP00005006161.1	Nepl7-PB 
ENSEBLP00005006178.1	CCT4-PA 
ENSEBLP00005006201.1	Gr39a-PA 
ENSEBLP00005006207.1	Gr39a-PD 
ENSEBLP00005006231.1	CG30120-PB 
ENSEBLP00005006239.1	CG30120-PB 
ENSEBLP00005006273.1	Wdr81-PA 
ENSEBLP00005006287.1	Wdr81-PA 
ENSEBLP00005006308.1	dimm-PB 
ENSEBLP00005006336.1	Mccc1-PC 
ENSEBLP00005006355.1	Phb1-PD 
ENSEBLP00005006383.1	crc-PB 
ENSEBLP00005006388.1	crc-PF 
ENSEBLP00005006396.1	crc-PE 
ENSEBLP00005006423.1	bdwf-PA 
ENSEBLP00005006430.1	bdwf-PA 
ENSEBLP00005006437.1	bdwf-PA 
ENSEBLP00005006491.1	CG33120-PA 
ENSEBLP00005006495.1	CG33120-PA 
ENSEBLP00005006673.1	Wwox-PB 
ENSEBLP00005006683.1	Wwox-PB 
ENSEBLP00005006726.1	Sirup-PC 
ENSEBLP00005006745.1	Pif1-PB 
ENSEBLP00005006776.1	Gr39a-PA 
ENSEBLP00005006819.1	CG43088-PA 
ENSEBLP00005006827.1	CG43088-PA 
ENSEBLP00005006901.1	CYLD-PE 
ENSEBLP00005006909.1	CYLD-PE 
ENSEBLP00005006917.1	CYLD-PE 
ENSEBLP00005006940.1	Gr39a-PB 
ENSEBLP00005006991.1	Frl-PC 
ENSEBLP00005006996.1	Frl-PC 
ENSEBLP00005007053.1	RPA3-PB 
ENSEBLP00005007087.1	Mondo-PE 
ENSEBLP00005007095.1	Mondo-PE 
ENSEBLP00005007104.1	Mondo-PE 
ENSEBLP00005007118.1	Mondo-PE 
ENSEBLP00005007157.1	nub-PE 
ENSEBLP00005007163.1	nub-PE 
ENSEBLP00005007174.1	nub-PE 
ENSEBLP00005007223.1	cag-PB 
ENSEBLP00005007246.1	dmGlut-PA 
ENSEBLP00005007253.1	dmGlut-PA 
ENSEBLP00005007256.1	dmGlut-PA 
ENSEBLP00005007260.1	dmGlut-PA 
ENSEBLP00005007285.1	CG43088-PA 
ENSEBLP00005020190.1	U2af38-PB 
ENSEBLP00005020210.1	U2af38-PB 
ENSEBLP00005020224.1	dind-PA 
ENSEBLP00005020232.1	dind-PA 
ENSEBLP00005020244.1	CG45078-PA 
ENSEBLP00005020263.1	pit-PC 
ENSEBLP00005020282.1	Gos28-PA 
ENSEBLP00005020284.1	Gos28-PA 
ENSEBLP00005020301.1	Mcm5-PA 
ENSEBLP00005020347.1	CG34347-PF 
ENSEBLP00005020357.1	CG34347-PF 
ENSEBLP00005020367.1	CG34347-PG 
ENSEBLP00005020374.1	CG34347-PF 
ENSEBLP00005020395.1	CG31229-PA 
ENSEBLP00005020401.1	CG31229-PA 
ENSEBLP00005020432.1	Tpi-PC 
ENSEBLP00005020451.1	IFT54-PA 
ENSEBLP00005020458.1	IFT54-PA 
ENSEBLP00005020493.1	su(Hw)-PC 
ENSEBLP00005020504.1	su(Hw)-PC 
ENSEBLP00005020511.1	su(Hw)-PC 
ENSEBLP00005020525.1	CG3909-PA 
ENSEBLP00005020533.1	CG3909-PA 
ENSEBLP00005020557.1	trc-PA 
ENSEBLP00005020564.1	wts-PA 
ENSEBLP00005022714.1	Mical-PN 
ENSEBLP00005022720.1	Mical-PP 
ENSEBLP00005022736.1	Mical-PQ 
ENSEBLP00005022755.1	Mical-PP 
ENSEBLP00005022792.1	CG45072-PB 
ENSEBLP00005022799.1	CG45072-PB 
ENSEBLP00005022836.1	Desi-PA 
ENSEBLP00005022844.1	Desi-PA 
ENSEBLP00005022896.1	CG18766-PC 
ENSEBLP00005022936.1	CG9701-PA 
ENSEBLP00005022943.1	CG9701-PA 
ENSEBLP00005022994.1	red-PE 
ENSEBLP00005022999.1	red-PG 
ENSEBLP00005023016.1	TfIIA-S-PA 
ENSEBLP00005023064.1	Art1-PA 
ENSEBLP00005023073.1	Art1-PA 
ENSEBLP00005023103.1	CG45076-PH 
ENSEBLP00005023113.1	CG45076-PH 
ENSEBLP00005023135.1	CG5196-PA 
ENSEBLP00005023143.1	CG5196-PB 
ENSEBLP00005023163.1	mRpL37-PB 
ENSEBLP00005023177.1	CG11722-PA 
ENSEBLP00005023211.1	CG31029-PA 
ENSEBLP00005023217.1	CG31029-PA 
ENSEBLP00005023250.1	how-PC 
ENSEBLP00005023256.1	how-PC 
ENSEBLP00005023260.1	how-PC 
ENSEBLP00005023264.1	how-PD 
ENSEBLP00005023276.1	how-PC 
ENSEBLP00005023359.1	Pli-PB 
ENSEBLP00005023368.1	Pli-PB 
ENSEBLP00005023381.1	Pli-PB 
ENSEBLP00005023411.1	hng2-PA 
ENSEBLP00005023466.1	Spc105R-PB 
ENSEBLP00005023474.1	Spc105R-PB 
ENSEBLP00005023479.1	Spc105R-PA 
ENSEBLP00005023572.1	Spc105R-PB 
ENSEBLP00005023581.1	Spc105R-PB 
ENSEBLP00005023631.1	Men-PB 
ENSEBLP00005023641.1	Men-PB 
