#Query	BLAST hit 1
ENSEBLP00000002056.1	 RpL7-like-PC 
ENSEBLP00000022694.1	 TTLL5-PB 
ENSEBLP00000022695.1	 CG31156-PA 
ENSEBLP00000022696.1	 Tk-PA 
ENSEBLP00000022697.1	 CG3841-PB 
ENSEBLP00000022698.1	 CG15533-PA 
ENSEBLP00000022701.1	 smash-PM 
ENSEBLP00000022702.1	 TTLL5-PB 
ENSEBLP00000022703.1	 bumpel-PA 
ENSEBLP00000022704.1	 CG46459-PA 
ENSEBLP00000022705.1	 Tk-PB 
ENSEBLP00000022706.1	 CG31156-PA 
ENSEBLP00000022707.1	 ort-PA 
ENSEBLP00000022709.1	 smash-PM 
ENSEBLP00000022710.1	 CG12539-PA 
ENSEBLP00000022711.1	 GluRIIE-PB 
ENSEBLP00000022714.1	  
ENSEBLP00000022715.1	 mino-PE 
ENSEBLP00000022716.1	 ort-PA 
ENSEBLP00000022717.1	 SdicB-PA 
ENSEBLP00000022719.1	 CG8501-PB 
ENSEBLP00000022720.1	  
ENSEBLP00000022721.1	 CG14866-PB 
ENSEBLP00000022724.1	  
ENSEBLP00000022722.1	 CG8501-PB 
ENSEBLP00000022723.1	 GluRIIE-PB 
ENSEBLP00000022727.1	 Nlg3-PB 
ENSEBLP00000022728.1	  
ENSEBLP00000022729.1	 GluRIIE-PB 
ENSEBLP00000022730.1	 CG14866-PB 
ENSEBLP00000022731.1	  
ENSEBLP00000022732.1	 CG8501-PB 
ENSEBLP00000022733.1	 Vajk1-PB 
ENSEBLP00000022734.1	 CG14607-PB 
ENSEBLP00000022735.1	 CG31886-PA 
ENSEBLP00000022736.1	 GluRIIE-PB 
ENSEBLP00000022737.1	 CG4407-PB 
ENSEBLP00000022738.1	 CG14607-PB 
ENSEBLP00000022739.1	 CG31886-PC 
ENSEBLP00000022740.1	 Vajk1-PB 
ENSEBLP00000022742.1	 CG14607-PB 
ENSEBLP00000022743.1	  
ENSEBLP00000022744.1	 Cad96Ca-PA 
ENSEBLP00000022745.1	  
ENSEBLP00000022747.1	 CG4407-PB 
ENSEBLP00000022748.1	 CG31886-PC 
ENSEBLP00000022749.1	 CG14671-PB 
ENSEBLP00000022750.1	  
ENSEBLP00000022751.1	 Vajk1-PA 
ENSEBLP00000022752.1	 CG42404-PF 
ENSEBLP00000022753.1	 CG14711-PA 
ENSEBLP00000022754.1	 CG13077-PB 
ENSEBLP00000022755.1	 Cad96Ca-PA 
ENSEBLP00000022756.1	 CG13077-PA 
ENSEBLP00000022757.1	 Vajk1-PB 
ENSEBLP00000022758.1	 CG14710-PB 
ENSEBLP00000022760.1	  
ENSEBLP00000022763.1	  
ENSEBLP00000022762.1	 Vajk4-PA 
ENSEBLP00000022764.1	 Nepl14-PA 
ENSEBLP00000022766.1	 spirit-PD 
ENSEBLP00000022765.1	 CG31245-PA 
ENSEBLP00000022768.1	  
ENSEBLP00000022770.1	 Pebp1-PA 
ENSEBLP00000022771.1	 Nep4-PC 
ENSEBLP00000022772.1	 TwdlD-PA 
ENSEBLP00000022773.1	 CG43333-PA 
ENSEBLP00000022775.1	  
ENSEBLP00000022776.1	 CG13108-PA 
ENSEBLP00000022777.1	 wam-PA 
ENSEBLP00000022778.1	  
ENSEBLP00000022779.1	 Jon65Aiv-PA 
ENSEBLP00000022780.1	 E(spl)mbeta-HLH-PA 
ENSEBLP00000022781.1	  
ENSEBLP00000022782.1	 Jon65Aiv-PA 
ENSEBLP00000022783.1	 CG13982-PB 
ENSEBLP00000022784.1	 vkg-PC 
ENSEBLP00000022785.1	 eEF1alpha2-PD 
ENSEBLP00000022786.1	 PolQ-PA 
ENSEBLP00000022787.1	 CG13982-PB 
ENSEBLP00000022788.1	 cd-PA 
ENSEBLP00000022790.1	 CG13982-PB 
ENSEBLP00000022791.1	 Cyp12a5-PA 
ENSEBLP00000022793.1	 cd-PA 
ENSEBLP00000022794.1	 CG13982-PB 
ENSEBLP00000022795.1	 PolQ-PA 
ENSEBLP00000022796.1	 LpR2-PD 
ENSEBLP00000022797.1	  
ENSEBLP00000022798.1	 Cyp12a5-PA 
ENSEBLP00000022800.1	 eIF4A-PF 
ENSEBLP00000022801.1	  
ENSEBLP00000022802.1	 CG13982-PB 
ENSEBLP00000022803.1	 LpR1-PG 
ENSEBLP00000022804.1	 Eaat1-PD 
ENSEBLP00000022805.1	 PolQ-PA 
ENSEBLP00000022808.1	 Sys1-PA 
ENSEBLP00000022809.1	  
ENSEBLP00000022811.1	 eIF4A-PF 
ENSEBLP00000022812.1	 LpR1-PQ 
ENSEBLP00000022813.1	 pum-PB 
ENSEBLP00000022814.1	 CG2218-PB 
ENSEBLP00000022815.1	 subdued-PE 
ENSEBLP00000022817.1	 Eaat1-PE 
ENSEBLP00000022818.1	 jigr1-PH 
ENSEBLP00000022819.1	 LpR1-PH 
ENSEBLP00000022820.1	 Ance-4-PB 
ENSEBLP00000022821.1	 pum-PG 
ENSEBLP00000022822.1	 Snmp1-PB 
ENSEBLP00000022824.1	 subdued-PE 
ENSEBLP00000022823.1	 B52-PB 
ENSEBLP00000022825.1	 CG31140-PH 
ENSEBLP00000022828.1	 Eaat1-PE 
ENSEBLP00000022829.1	 pum-PG 
ENSEBLP00000022830.1	  
ENSEBLP00000022831.1	 jigr1-PH 
ENSEBLP00000022832.1	 LpR1-PK 
ENSEBLP00000022834.1	 Snmp1-PB 
ENSEBLP00000022835.1	 Brf-PB 
ENSEBLP00000022836.1	 pum-PG 
ENSEBLP00000022837.1	 CG31140-PA 
ENSEBLP00000022838.1	 subdued-PD 
ENSEBLP00000022839.1	  
ENSEBLP00000022841.1	  
ENSEBLP00000022842.1	 Brf-PB 
ENSEBLP00000022843.1	 CG6654-PA 
ENSEBLP00000022844.1	 SmB-PB 
ENSEBLP00000022845.1	 LpR1-PH 
ENSEBLP00000022846.1	 CG31140-PA 
ENSEBLP00000022847.1	 subdued-PA 
ENSEBLP00000022848.1	  
ENSEBLP00000022849.1	 Brf-PB 
ENSEBLP00000022850.1	 CG13081-PB 
ENSEBLP00000022851.1	 CG4360-PA 
ENSEBLP00000022852.1	 LpR1-PH 
ENSEBLP00000022853.1	 subdued-PE 
ENSEBLP00000022855.1	 CG31140-PA 
ENSEBLP00000022856.1	 Meics-PB 
ENSEBLP00000022858.1	 His1:CG33807-PA 
ENSEBLP00000022859.1	 LpR1-PL 
ENSEBLP00000022860.1	 beat-IIa-PB 
ENSEBLP00000022861.1	 Pebp1-PA 
ENSEBLP00000022862.1	 ClpP-PB 
ENSEBLP00000022863.1	 His1:CG33807-PA 
ENSEBLP00000022864.1	 subdued-PD 
ENSEBLP00000022865.1	 eff-PC 
ENSEBLP00000022867.1	 beat-IIa-PB 
ENSEBLP00000022869.1	 Cyp313a4-PA 
ENSEBLP00000022871.1	 ClpP-PB 
ENSEBLP00000022872.1	 mAChR-B-PB 
ENSEBLP00000022873.1	 beat-IIa-PB 
ENSEBLP00000022874.1	  
ENSEBLP00000022875.1	 eff-PC 
ENSEBLP00000022877.1	  
ENSEBLP00000022878.1	 mAChR-B-PA 
ENSEBLP00000022879.1	 CG9743-PA 
ENSEBLP00000022880.1	 subdued-PA 
ENSEBLP00000022881.1	 Cyp313a4-PA 
ENSEBLP00000022882.1	 Tmlh-PA 
ENSEBLP00000022884.1	 mAChR-B-PA 
ENSEBLP00000022885.1	 CG15439-PA 
ENSEBLP00000022886.1	 Tmlh-PA 
ENSEBLP00000022888.1	 CG1213-PD 
ENSEBLP00000022889.1	 CG5890-PD 
ENSEBLP00000022891.1	 Pmvk-PA 
ENSEBLP00000022892.1	 CG5890-PD 
ENSEBLP00000022893.1	 mAChR-B-PA 
ENSEBLP00000022894.1	 CG15439-PA 
ENSEBLP00000022896.1	 ArgRS-m-PB 
ENSEBLP00000022897.1	 CG1213-PD 
ENSEBLP00000022895.1	 CG5890-PD 
ENSEBLP00000022898.1	 Poxm-PC 
ENSEBLP00000022899.1	 MED27-PA 
ENSEBLP00000022900.1	 Rh2-PA 
ENSEBLP00000022902.1	 Poxm-PC 
ENSEBLP00000022904.1	  
ENSEBLP00000022905.1	 pelo-PA 
ENSEBLP00000022906.1	 CG34309-PA 
ENSEBLP00000022907.1	 CG3817-PA 
ENSEBLP00000022908.1	 MED27-PA 
ENSEBLP00000022909.1	  
ENSEBLP00000022910.1	 CG3817-PA 
ENSEBLP00000022911.1	 AP-2sigma-PA 
ENSEBLP00000022912.1	 CG1360-PA 
ENSEBLP00000022915.1	 CG1360-PA 
ENSEBLP00000022916.1	 CG3817-PA 
ENSEBLP00000022917.1	 shams-PB 
ENSEBLP00000022918.1	  
ENSEBLP00000022919.1	 Or67d-PA 
ENSEBLP00000022920.1	 CG43968-PA 
ENSEBLP00000022921.1	 Skel-PE 
ENSEBLP00000022922.1	 shams-PB 
ENSEBLP00000022923.1	 CG1360-PA 
ENSEBLP00000022924.1	 drn-PC 
ENSEBLP00000022925.1	  
ENSEBLP00000022926.1	 Snx3-PB 
ENSEBLP00000022927.1	 boss-PA 
ENSEBLP00000022928.1	 Skel-PE 
ENSEBLP00000022929.1	 CG10137-PA 
ENSEBLP00000022930.1	 drn-PC 
ENSEBLP00000022931.1	 CG33111-PE 
ENSEBLP00000022932.1	 boss-PA 
ENSEBLP00000022933.1	 CG7966-PA 
ENSEBLP00000022934.1	 Snx3-PB 
ENSEBLP00000022937.1	 Skel-PC 
ENSEBLP00000022938.1	 CG14551-PB 
ENSEBLP00000022939.1	 Ski6-PB 
ENSEBLP00000022940.1	 CG33111-PA 
ENSEBLP00000022941.1	 Rlip-PA 
ENSEBLP00000022944.1	 boss-PA 
ENSEBLP00000022946.1	  
ENSEBLP00000022947.1	 CG33111-PA 
ENSEBLP00000022948.1	 Rlip-PB 
ENSEBLP00000022949.1	 SMC6-PA 
ENSEBLP00000022950.1	 CG33111-PA 
ENSEBLP00000022951.1	 lobo-PC 
ENSEBLP00000022952.1	 MED28-PA 
ENSEBLP00000022953.1	 CG6204-PA 
ENSEBLP00000022954.1	 CG7916-PA 
ENSEBLP00000022956.1	 Nct-PE 
ENSEBLP00000022957.1	 Alg3-PA 
ENSEBLP00000022958.1	 CG33111-PA 
ENSEBLP00000022959.1	 MED28-PA 
ENSEBLP00000022960.1	 lobo-PC 
ENSEBLP00000022961.1	 Nct-PE 
ENSEBLP00000022963.1	 Alg3-PA 
ENSEBLP00000022964.1	 CG6204-PA 
ENSEBLP00000022965.1	  
ENSEBLP00000022968.1	  
ENSEBLP00000022969.1	 Idh3g-PB 
ENSEBLP00000022970.1	 Nct-PC 
ENSEBLP00000022972.1	 AdamTS-A-PB 
ENSEBLP00000022971.1	 lobo-PC 
ENSEBLP00000022974.1	  
ENSEBLP00000022975.1	  
ENSEBLP00000022976.1	 Idh3g-PB 
ENSEBLP00000022977.1	 Nct-PD 
ENSEBLP00000022979.1	 Rheb-PB 
ENSEBLP00000022980.1	  
ENSEBLP00000022981.1	 Cpr30F-PA 
ENSEBLP00000022982.1	 lbe-PA 
ENSEBLP00000022983.1	 CLS-PD 
ENSEBLP00000022984.1	 Idh3g-PD 
ENSEBLP00000022985.1	 barr-PC 
ENSEBLP00000022986.1	 Coq3-PB 
ENSEBLP00000022987.1	 Rheb-PB 
ENSEBLP00000022988.1	 lbe-PA 
ENSEBLP00000022989.1	 Muc18B-PB 
ENSEBLP00000022990.1	 CG42795-PF 
ENSEBLP00000022991.1	 barr-PC 
ENSEBLP00000022992.1	 AdamTS-A-PB 
ENSEBLP00000022993.1	 RpS25-PB 
ENSEBLP00000022994.1	 AgmNAT-PA 
ENSEBLP00000022996.1	  
ENSEBLP00000022997.1	  
ENSEBLP00000022998.1	 lbe-PA 
ENSEBLP00000022999.1	 barr-PC 
ENSEBLP00000023000.1	 mRpS24-PA 
ENSEBLP00000023001.1	 CG42795-PC 
ENSEBLP00000023002.1	 barr-PC 
ENSEBLP00000023003.1	 RpS25-PB 
ENSEBLP00000023005.1	 AdamTS-A-PB 
ENSEBLP00000023006.1	 fd96Ca-PB 
ENSEBLP00000023008.1	 CCHa2-PC 
ENSEBLP00000023010.1	 CG42795-PB 
ENSEBLP00000023009.1	 Gr94a-PA 
ENSEBLP00000023011.1	 lbe-PA 
ENSEBLP00000023012.1	 Rb97D-PE 
ENSEBLP00000023013.1	 Mi-2-PB 
ENSEBLP00000023014.1	 CG15594-PB 
ENSEBLP00000023015.1	 CCHa2-PC 
ENSEBLP00000023016.1	 Gr94a-PA 
ENSEBLP00000023019.1	 AdamTS-A-PB 
ENSEBLP00000023020.1	 CG10209-PA 
ENSEBLP00000023021.1	 CG42795-PC 
ENSEBLP00000023022.1	 sit-PA 
ENSEBLP00000023023.1	 Rb97D-PE 
ENSEBLP00000023024.1	 CG14762-PA 
ENSEBLP00000023025.1	 His2Av-PB 
ENSEBLP00000023026.1	 CG15696-PA 
ENSEBLP00000023028.1	 CCHa2-PC 
ENSEBLP00000023030.1	 RpL3-PH 
ENSEBLP00000023031.1	 sit-PA 
ENSEBLP00000023032.1	 CG14762-PA 
ENSEBLP00000023033.1	 AdamTS-A-PB 
ENSEBLP00000023034.1	 Rb97D-PE 
ENSEBLP00000023036.1	  
ENSEBLP00000023035.1	 Dph3-PA 
ENSEBLP00000023037.1	 CG12885-PC 
ENSEBLP00000023038.1	 CG42795-PF 
ENSEBLP00000023039.1	  
ENSEBLP00000023040.1	 CG12885-PD 
ENSEBLP00000023041.1	 TwdlK-PA 
ENSEBLP00000023043.1	 dpy-PO 
ENSEBLP00000023045.1	  
ENSEBLP00000023046.1	 Dop2R-PG 
ENSEBLP00000023047.1	 Osi23-PB 
ENSEBLP00000023048.1	 RpL3-PH 
ENSEBLP00000023049.1	 Rift-PA 
ENSEBLP00000023050.1	 Spag1-PA 
ENSEBLP00000023051.1	 TwdlQ-PA 
ENSEBLP00000023052.1	 naz-PB 
ENSEBLP00000023053.1	 mAChR-C-PA 
ENSEBLP00000023054.1	 RpL3-PH 
ENSEBLP00000023057.1	  
ENSEBLP00000023058.1	 superdeath-PB 
ENSEBLP00000023061.1	 CG8677-PB 
ENSEBLP00000023062.1	 CG1273-PB 
ENSEBLP00000023063.1	 CG17272-PA 
ENSEBLP00000023064.1	 CG42487-PA 
ENSEBLP00000023065.1	 qin-PB 
ENSEBLP00000023066.1	 CG15097-PC 
ENSEBLP00000023067.1	 CenG1A-PA 
ENSEBLP00000023068.1	 Ipp-PA 
ENSEBLP00000023069.1	 superdeath-PC 
ENSEBLP00000023071.1	 ro-PB 
ENSEBLP00000023072.1	 Nup43-PA 
ENSEBLP00000023073.1	 CG31463-PA 
ENSEBLP00000023074.1	 CG8677-PB 
ENSEBLP00000023075.1	 qin-PB 
ENSEBLP00000023076.1	 Ipp-PA 
ENSEBLP00000023077.1	 CenG1A-PA 
ENSEBLP00000023079.1	 ro-PB 
ENSEBLP00000023080.1	 CG31463-PA 
ENSEBLP00000023081.1	 superdeath-PB 
ENSEBLP00000023082.1	 qin-PB 
ENSEBLP00000023083.1	 Mcm2-PA 
ENSEBLP00000023084.1	  
ENSEBLP00000023085.1	 Iris-PA 
ENSEBLP00000023086.1	  
ENSEBLP00000023087.1	 CenG1A-PA 
ENSEBLP00000023089.1	 CenG1A-PA 
ENSEBLP00000023090.1	 sip3-PB 
ENSEBLP00000023091.1	 CG14478-PD 
ENSEBLP00000023092.1	  
ENSEBLP00000023095.1	 SdhC-PB 
ENSEBLP00000023094.1	 CenG1A-PA 
ENSEBLP00000023093.1	  
ENSEBLP00000023096.1	 CG7156-PA 
ENSEBLP00000023097.1	 eIF2Bepsilon-PB 
ENSEBLP00000023098.1	  
ENSEBLP00000023099.1	 AdoR-PB 
ENSEBLP00000023102.1	 lft-PB 
ENSEBLP00000023103.1	 osk-PC 
ENSEBLP00000023104.1	 Atx2-PB 
ENSEBLP00000023105.1	 Rpi-PB 
ENSEBLP00000023107.1	 lft-PB 
ENSEBLP00000023106.1	  
ENSEBLP00000023108.1	 osk-PC 
ENSEBLP00000023109.1	 Dus3-PA 
ENSEBLP00000023110.1	 lft-PB 
ENSEBLP00000023111.1	 Atx2-PB 
ENSEBLP00000023112.1	 osk-PC 
ENSEBLP00000023113.1	 SdhC-PB 
ENSEBLP00000023114.1	 sim-PA 
ENSEBLP00000023115.1	 GstD1-PB 
ENSEBLP00000023117.1	 lft-PB 
ENSEBLP00000023119.1	 Atx2-PB 
ENSEBLP00000023120.1	 Dus3-PA 
ENSEBLP00000023124.1	 Bruce-PB 
ENSEBLP00000023122.1	  
ENSEBLP00000023123.1	 CG7685-PA 
ENSEBLP00000023125.1	  
ENSEBLP00000023126.1	 CG7675-PD 
ENSEBLP00000023127.1	  
ENSEBLP00000023128.1	 CG32944-PE 
ENSEBLP00000023129.1	 sim-PD 
ENSEBLP00000023130.1	 CG11069-PA 
ENSEBLP00000023131.1	 Dus3-PA 
ENSEBLP00000023133.1	  
ENSEBLP00000023134.1	  
ENSEBLP00000023135.1	 CG7685-PA 
ENSEBLP00000023136.1	 sim-PC 
ENSEBLP00000023137.1	 CG7675-PE 
ENSEBLP00000023138.1	 CG7685-PA 
ENSEBLP00000023139.1	 vib-PC 
ENSEBLP00000023141.1	 sim-PC 
ENSEBLP00000023142.1	  
ENSEBLP00000023144.1	 CG7675-PE 
ENSEBLP00000023145.1	 CG31522-PI 
ENSEBLP00000023146.1	 CG11069-PA 
ENSEBLP00000023147.1	 TwdlQ-PA 
ENSEBLP00000023148.1	  
ENSEBLP00000023149.1	 CG7675-PE 
ENSEBLP00000023151.1	 vib-PC 
ENSEBLP00000023150.1	 sim-PD 
ENSEBLP00000023152.1	 CG6293-PB 
ENSEBLP00000023153.1	 CG18622-PB 
ENSEBLP00000023154.1	 CG10300-PA 
ENSEBLP00000023156.1	 CG9799-PA 
ENSEBLP00000023157.1	 sim-PC 
ENSEBLP00000023158.1	 Cyp304a1-PA 
ENSEBLP00000023159.1	 CG31522-PF 
ENSEBLP00000023160.1	 TwdlQ-PA 
ENSEBLP00000023161.1	 Bruce-PE 
ENSEBLP00000023162.1	 CG10005-PA 
ENSEBLP00000023163.1	 CG6293-PB 
ENSEBLP00000023164.1	  
ENSEBLP00000023165.1	 sim-PD 
ENSEBLP00000023168.1	 vib-PC 
ENSEBLP00000023169.1	 Slbp-PA 
ENSEBLP00000023170.1	 CG12877-PC 
ENSEBLP00000023171.1	 mah-PA 
ENSEBLP00000023172.1	 sim-PD 
ENSEBLP00000023173.1	 CG6293-PB 
ENSEBLP00000023174.1	 CG10005-PB 
ENSEBLP00000023175.1	 CG31522-PF 
ENSEBLP00000023177.1	  
ENSEBLP00000023180.1	 vib-PC 
ENSEBLP00000023179.1	 CG34107-PA 
ENSEBLP00000023181.1	 CG10005-PA 
ENSEBLP00000023182.1	  
ENSEBLP00000023183.1	 CG12877-PC 
ENSEBLP00000023185.1	 heca-PC 
ENSEBLP00000023184.1	 CG10005-PA 
ENSEBLP00000023186.1	 CG31522-PF 
ENSEBLP00000023188.1	 sgll-PA 
ENSEBLP00000023189.1	 Hacd2-PA 
ENSEBLP00000023190.1	 CG12877-PC 
ENSEBLP00000023192.1	 CG31522-PH 
ENSEBLP00000023193.1	 Orco-PB 
ENSEBLP00000023195.1	 Atu-PA 
ENSEBLP00000023196.1	 sgll-PA 
ENSEBLP00000023197.1	 Rpt2-PB 
ENSEBLP00000023198.1	 CG12069-PC 
ENSEBLP00000023199.1	 CG7203-PC 
ENSEBLP00000023200.1	 CG9044-PB 
ENSEBLP00000023201.1	 Atu-PA 
ENSEBLP00000023202.1	 CG7203-PC 
ENSEBLP00000023203.1	 CG1607-PB 
ENSEBLP00000023204.1	 Fic-PA 
ENSEBLP00000023205.1	 CG10324-PA 
ENSEBLP00000023206.1	 CG9044-PC 
ENSEBLP00000023207.1	 CG12290-PB 
ENSEBLP00000023208.1	 Mekk1-PB 
ENSEBLP00000023209.1	 Octbeta1R-PB 
ENSEBLP00000023210.1	 CDase-PF 
ENSEBLP00000023211.1	 CG1607-PB 
ENSEBLP00000023212.1	 janA-PB 
ENSEBLP00000023215.1	 St1-PB 
ENSEBLP00000023216.1	  
ENSEBLP00000023217.1	  
ENSEBLP00000023218.1	 CG9044-PB 
ENSEBLP00000023219.1	 Octbeta1R-PE 
ENSEBLP00000023220.1	 Fic-PA 
ENSEBLP00000023221.1	 CDase-PF 
ENSEBLP00000023222.1	  
ENSEBLP00000023223.1	 CG1607-PB 
ENSEBLP00000023224.1	 CDase-PF 
ENSEBLP00000023225.1	 Octbeta1R-PE 
ENSEBLP00000023228.1	 CG1542-PA 
ENSEBLP00000023229.1	 Octbeta1R-PE 
ENSEBLP00000023230.1	 CG10405-PB 
ENSEBLP00000023231.1	  
ENSEBLP00000023232.1	  
ENSEBLP00000023234.1	 lute-PA 
ENSEBLP00000023235.1	 cnc-PP 
ENSEBLP00000023236.1	  
ENSEBLP00000023237.1	 lute-PA 
ENSEBLP00000023238.1	  
ENSEBLP00000023240.1	 lqfR-PD 
ENSEBLP00000023241.1	 CG12945-PD 
ENSEBLP00000023242.1	 cnc-PP 
ENSEBLP00000023243.1	 Dpck-PA 
ENSEBLP00000023246.1	 lute-PC 
ENSEBLP00000023244.1	 bai-PA 
ENSEBLP00000023245.1	  
ENSEBLP00000023247.1	 cv-d-PA 
ENSEBLP00000023248.1	 Muc18B-PB 
ENSEBLP00000023249.1	 Zaf1-PB 
ENSEBLP00000023250.1	 cnc-PP 
ENSEBLP00000023251.1	 HP1c-PA 
ENSEBLP00000023252.1	 CG7272-PA 
ENSEBLP00000023253.1	 lqfR-PD 
ENSEBLP00000023255.1	 CG12945-PD 
ENSEBLP00000023256.1	 Dpck-PA 
ENSEBLP00000023254.1	  
ENSEBLP00000023258.1	 Vha100-2-PA 
ENSEBLP00000023260.1	 CG12253-PA 
ENSEBLP00000023259.1	 lute-PC 
ENSEBLP00000023261.1	 cnc-PP 
ENSEBLP00000023262.1	 Zaf1-PB 
ENSEBLP00000023263.1	 bai-PA 
ENSEBLP00000023265.1	 Ccm3-PA 
ENSEBLP00000023266.1	 Dpck-PA 
ENSEBLP00000023267.1	 Vha100-2-PA 
ENSEBLP00000023268.1	 CG12945-PD 
ENSEBLP00000023269.1	 HP1c-PA 
ENSEBLP00000023270.1	 bai-PA 
ENSEBLP00000023271.1	 CG13833-PA 
ENSEBLP00000023272.1	 lqfR-PC 
ENSEBLP00000023273.1	 Vha100-2-PA 
ENSEBLP00000023274.1	 zen2-PB 
ENSEBLP00000023275.1	 Ccm3-PA 
ENSEBLP00000023276.1	 CG13833-PA 
ENSEBLP00000023277.1	 Vha100-2-PA 
ENSEBLP00000023278.1	 cag-PB 
ENSEBLP00000023279.1	 ppk26-PC 
ENSEBLP00000023281.1	 CG4830-PA 
ENSEBLP00000023280.1	 His4:CG33909-PA 
ENSEBLP00000023282.1	 Usp1-PD 
ENSEBLP00000023283.1	 Vha100-2-PA 
ENSEBLP00000023284.1	 Gr93a-PA 
ENSEBLP00000023285.1	 Tig-PB 
ENSEBLP00000023286.1	 CG13833-PA 
ENSEBLP00000023287.1	 Vha100-2-PA 
ENSEBLP00000023288.1	 CG4830-PA 
ENSEBLP00000023289.1	 His4:CG33909-PA 
ENSEBLP00000023290.1	 Usp1-PD 
ENSEBLP00000023291.1	 ea-PB 
ENSEBLP00000023292.1	 Cow-PD 
ENSEBLP00000023294.1	 Tig-PB 
ENSEBLP00000023295.1	  
ENSEBLP00000023296.1	 Rlb1-PA 
ENSEBLP00000023299.1	 ea-PA 
ENSEBLP00000023300.1	 Cow-PE 
ENSEBLP00000023301.1	 abd-A-PD 
ENSEBLP00000023302.1	 wat-PA 
ENSEBLP00000023303.1	  
ENSEBLP00000023305.1	 TwdlH-PA 
ENSEBLP00000023306.1	 abd-A-PB 
ENSEBLP00000023307.1	 RASSF8-PA 
ENSEBLP00000023308.1	 Mgat2-PA 
ENSEBLP00000023309.1	 CG7916-PA 
ENSEBLP00000023310.1	 Mekk1-PB 
ENSEBLP00000023312.1	 Cow-PE 
ENSEBLP00000023313.1	  
ENSEBLP00000023314.1	 TwdlO-PA 
ENSEBLP00000023316.1	 cpo-PV 
ENSEBLP00000023315.1	 wat-PA 
ENSEBLP00000023317.1	 Sar1-PE 
ENSEBLP00000023318.1	  
ENSEBLP00000023319.1	 RASSF8-PA 
ENSEBLP00000023321.1	 Sar1-PE 
ENSEBLP00000023322.1	 Kots-PA 
ENSEBLP00000023323.1	 Mgat2-PB 
ENSEBLP00000023324.1	 wat-PA 
ENSEBLP00000023325.1	 CG7695-PA 
ENSEBLP00000023328.1	 cpo-PV 
ENSEBLP00000023327.1	 Zcchc7-PA 
ENSEBLP00000023329.1	  
ENSEBLP00000023330.1	 Kots-PA 
ENSEBLP00000023331.1	 Sar1-PE 
ENSEBLP00000023332.1	 Mgat2-PA 
ENSEBLP00000023334.1	 CG8031-PA 
ENSEBLP00000023335.1	 CG5326-PA 
ENSEBLP00000023336.1	 cpo-PV 
ENSEBLP00000023337.1	 PGRP-LC-PE 
ENSEBLP00000023338.1	 wat-PA 
ENSEBLP00000023339.1	 lsn-PA 
ENSEBLP00000023340.1	 CG5447-PA 
ENSEBLP00000023342.1	 CG8031-PA 
ENSEBLP00000023343.1	 Mgat2-PC 
ENSEBLP00000023344.1	 cpo-PV 
ENSEBLP00000023346.1	 CG5326-PA 
ENSEBLP00000023347.1	 CG8031-PA 
ENSEBLP00000023348.1	 CG14687-PA 
ENSEBLP00000023349.1	 lsn-PA 
ENSEBLP00000023350.1	 SIFaR-PC 
ENSEBLP00000023351.1	  
ENSEBLP00000023352.1	 CG5326-PA 
ENSEBLP00000023353.1	 CG32473-PC 
ENSEBLP00000023354.1	 CG8031-PA 
ENSEBLP00000023355.1	 CG9522-PA 
ENSEBLP00000023356.1	 CG32982-PH 
ENSEBLP00000023357.1	 SIFaR-PC 
ENSEBLP00000023359.1	 CG5326-PA 
ENSEBLP00000023360.1	 CG17187-PA 
ENSEBLP00000023361.1	 bel-PB 
ENSEBLP00000023362.1	 CG12539-PA 
ENSEBLP00000023363.1	 CG32982-PG 
ENSEBLP00000023364.1	 beta3GalTII-PA 
ENSEBLP00000023365.1	 SIFaR-PC 
ENSEBLP00000023366.1	 CG5326-PA 
ENSEBLP00000023367.1	 Gpb5-PC 
ENSEBLP00000023368.1	 NPFR-PA 
ENSEBLP00000023369.1	 CG8773-PB 
ENSEBLP00000023370.1	 Caf1-55-PB 
ENSEBLP00000023371.1	  
ENSEBLP00000023372.1	  
ENSEBLP00000023373.1	 CG5326-PA 
ENSEBLP00000023375.1	 CG17187-PA 
ENSEBLP00000023376.1	 CG12402-PA 
ENSEBLP00000023377.1	 SIFaR-PC 
ENSEBLP00000023378.1	 Caf1-55-PA 
ENSEBLP00000023380.1	 Gpb5-PC 
ENSEBLP00000023381.1	 NPFR-PC 
ENSEBLP00000023382.1	 CG8773-PB 
ENSEBLP00000023383.1	 e-PA 
ENSEBLP00000023384.1	 Cortactin-PD 
ENSEBLP00000023385.1	 Cad96Cb-PC 
ENSEBLP00000023386.1	 CG12402-PB 
ENSEBLP00000023387.1	 NPFR-PA 
ENSEBLP00000023388.1	 Caf1-55-PA 
ENSEBLP00000023391.1	  
ENSEBLP00000023392.1	 Or88a-PA 
ENSEBLP00000023393.1	 kra-PE 
ENSEBLP00000023394.1	  
ENSEBLP00000023395.1	 NPFR-PA 
ENSEBLP00000023396.1	  
ENSEBLP00000023397.1	 GstD1-PB 
ENSEBLP00000023398.1	 CG42232-PB 
ENSEBLP00000023400.1	 Or49a-PA 
ENSEBLP00000023401.1	 NPFR-PA 
ENSEBLP00000023402.1	  
ENSEBLP00000023403.1	 CG31635-PA 
ENSEBLP00000023404.1	 CG1307-PE 
ENSEBLP00000023405.1	 kra-PE 
